flag,address from,address to,timestamp,amount,gasUsed,contractInteracted
1,0x829da92c84ecdc41141caae5efc9a362cca7ae35,0x86ddf5b305b9081fb5208e903edeb013510997cd,1523524319,50000000000000000,21000,
1,0x86ddf5b305b9081fb5208e903edeb013510997cd,0xac23ca811075b4c48beedf7b5702422371c20ca8,1523524811,9999990000000000,221442,
1,0x829da92c84ecdc41141caae5efc9a362cca7ae35,0x86ddf5b305b9081fb5208e903edeb013510997cd,1523527253,45000000000000000,21000,
1,0x86ddf5b305b9081fb5208e903edeb013510997cd,0xd89ebf687781046016197ba49e8d1b3fa83b75e5,1523527456,0,46188,
1,0x86ddf5b305b9081fb5208e903edeb013510997cd,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,1523527500,0,67726,
1,0x86ddf5b305b9081fb5208e903edeb013510997cd,0xe0c24b17256c0184cd73919a9897462786bc69aa,1523528845,50000000000000000,21000,
1,0xcda5b960dfc27e0906864931e9eb9b8cb4aa562e,0x86ddf5b305b9081fb5208e903edeb013510997cd,1524014831,259878540000000000,21000,
1,0xd54eb98397eb2c9235b34b8a419d469501138a5d,0x86ddf5b305b9081fb5208e903edeb013510997cd,1524022011,20000000000000000,21000,
1,0x6c045a97a559dad7733e1624014436838a744a23,0x86ddf5b305b9081fb5208e903edeb013510997cd,1524030376,213956770000000000,21000,
1,0x86ddf5b305b9081fb5208e903edeb013510997cd,0xd89ebf687781046016197ba49e8d1b3fa83b75e5,1524032774,0,52607,
1,0x86ddf5b305b9081fb5208e903edeb013510997cd,0xd89ebf687781046016197ba49e8d1b3fa83b75e5,1524033128,0,52543,
1,0x86ddf5b305b9081fb5208e903edeb013510997cd,0xd89ebf687781046016197ba49e8d1b3fa83b75e5,1524033128,0,52607,
1,0xa749e56560cbe051182810b64829ebd724e2db71,0x86ddf5b305b9081fb5208e903edeb013510997cd,1524042796,20000000000000000,21000,
1,0x86ddf5b305b9081fb5208e903edeb013510997cd,0xe0c24b17256c0184cd73919a9897462786bc69aa,1524731274,540000000000000000,21000,
